english,farsi
jelly,ماده لزج
jelly,لرزانک
jelousy,غیرت
jennet,ماچهخر
Jennifer,جنیفر
jenny,جراثقال دوار
jeopardize,بمخاطره انداختن
jeopardize,در خطر انداختن
jeopardize,بخطر انداختن
jeopardy,مخاطره
jeopardy,گرفتاری حقوقی
jeoperdize,در خطر انداختن
jeoperdize,بخطر انداختن
jeoperdized,در مخاطره
jeoulesy,نظر زنی
jeremiad,سوگنامه
jerk,تکان سریع دادن
jerk,تکان تکان خوردن
jerk,زود کشیدن
jerkin,نیمتنه چرمی
jerry-built,معمارساز
jersey,پارچه کشباف
Jerusalem,اورشلیم مقدس
Jerusalem,اورشلیم
Jerusalem,بیت المقدس
Jerusalem,قدس شریف
jess,پاچه بند
jess,پابند قوش
jest,ببازی گرفتن
jest,مزاح گفتن
jest,شوخی کردن
jester,هزل گو
jesting,مطایبه
jestingly,هزلا
jesuit,یسوعیون
jesuitry,یسوعیت
jesus,یاعلی
Jesus Christ,عیسا مسیح
jet,مهر سیاه
jet,کهربای سیاه
jet,سنگ موسی
jet,جت
jet,جریان سریع
jet,جت
jet engine,موتور پرتابی
jet fighter,شکاری بمب افکن
jettison,بدریا انداختن
jetton,ژتن
jetty,اسکله
Jew,یهودی
jewel,گهر
jewel,زیور
jewel,گوهر
jewel,سنگ گرانبها
jewel,جواهر
jewel-box,درج
jeweler,جواهر فروش
jeweler,گوهر فروش
jewelled,جواهری
jeweller,جواهری
jeweller,جواهر فروش
jewelry,جواهرات
jewelry,زیورالات
jewelry,جواهر الات
jewels maker,جواهر تراش
Jewish,یهودی
jewish,جهود
Jewish priest,کاهن
Jezebel,ایزابل
jib,لب زیرین
Jidda,جده
jiff,یک دم
jiff,یک لحظه
jiffy,یک دم
jiffy,یک لحظه
jig,شیرین کاری
jigger,جرثقیل ابی
jigger,طناب قرقره
jigsaw,اره موئی
Jihad,جهاد
Jim,جیم
jimjams,هذیان الکلی
jimmy,چابک دست
jingle,طنین زنگ
jingle,جلنگ
jingle,جرنگ جرنگ کردن
jingle,جرنگیدن
jingle,جرنگ
jingle,جرنگ کردن
jingo,اجی مجی
jinn,جن
jinni,جنی
jinnlike,جن مانند
jinriksha,ریکشا
jinx,شانس نیاوردن
Jmal,جمال
job,شغل
job,شغل
job,کار
job entry,ادخال کار
jobless,بی کار
jobless,کاری ندئرد
jobless,بی کاره
jobless,بی حرفه
joblessness,بی کاری
jobs,مشاغل
jock,سرباز اسکاتلندی
jockey,چابک سوار
jockey,سوارکار
jockey,سوار کاری کردن
jockeying,سوارکاری
jockstrap,بیضه بند
jocose,شوخی امیز
jocular,شوخی امیز
jocularly,هزلا
jocund,سر چنگ
jog,قدم تند کردن
jogger,یورغهرو
jogger,هل دهنده
jogging,یورغه
Joghesh,جغش
johannes,جوهانس
Johannesburg,ژوهانسبورگ
John,یوحنا
John,جان
John,یحیی
John Ashcroft,جان اشکرافت
John Cray,جان کری
John Glenn,جان کلن
John Kerry,جان کری
John Paul II,ژان پل دوم
johnny,جنس نر
johnny,مرد انگلیسی
join,قرین شدن
join,پیوستن
join,پیوندن
join,تلاقی کردن
join,پیوند خوردن
join,ملحق شدن
join,توام کردن
join,بهم رسیدن
join,بهم متصل کردن
join,ملحق کردن
join,مسلسل کردن
join,وصل کردن
joinable,پیوند گیر
joined,پیوسته
joined,ملحق
joined,تلاقی شده
joining,موتلف
joining,وصال
joining,انضمام
joining,الحاق
joint,مفصل
joint,پیوند گاه
joint,مشترک
joint,تضامنی
joint,شراکتی
joint,لولا
joint account,حساب مشترک
joint heir,شریک الارث
joint owner,شریک الملک
joint ownership,مشاع
joint partnership,شرکت تضامنی
joint responsibility,مسئولیت مشترک
joint responsibility,تضامن
joint stock,سهامی
joint stock,شرکت سهامی
jointed,مفصل دار
jointless,بی مفصل
jointly,تواماً
jointly,مشاعا
jointly,مشترکا
jointly,اشتراکاً
jointly,بالاشتراک
jointly,بالمشترکه
jointly,شراکتاً
joints,مفاصل
jointworm,کرم گندم
joist,نصب تیر
joke,هزل
joke,متلک
joke,فکاهی
joke,شوخی بی مزه
joke,بذله
joke,شوخی
joke,مزاح
joke,شوخی کردن
joke,مزه انداختن
joke,هزل
joke,مزاح کردن
joke,جک
joke around,مسخرگی کردن
joke around,مسخره بازی دراوردن
joker,ژوکر
joker,جوکر
joker,جوکر
jokes,فکاهیات
jollity,عیشی
jolly,شنگ
jolt,تلق تلق
jolt,تکان
jolter,دست اندازدار
Jonas,یونس
Jonathan,جاناتان
Jonathan Pappa,جاناتان پاپا
Jones,جونز
Jones Svenson,جنز سونسون
jonquil,گل مشکین
Jordan,اردن
Jordanian,اردنی
Jordanian,اردنی
jorum,محتویات قدح
jorum,مقدار زیاد
Jose Martin,خوزه مارتن
Joseph,یوسف
Joseph,جوزف
joseph,ژوزف
joss,سر کارگر
joss,سر عمله
jostle,تنه زدن
journal,مجله
journal,جرنال
journal,ژورنال
journal,جورنال
journal,دفتر یومیه
Journal of Science,جورنال ساینس
journalism,خبرنگاری
journalism,مقاله نویسی
journalism,روزنامه نگاری
journalist,جریده نگار
journalist,روزنامه نگار
journalist,مقاله نویس
journalist,جریده نگار
journey,رحیل
journey,مسافرت
journeyman,کارگر ماهر
joust,نیزه بازی کردن
joviality,شوخ بودن
jow,صدای زنگ
jowl,کله ماهی
joy,خوشی
joy,سرور
joy,دلخوشی
joy,انبساط
joy,خوشی و نشاط
joy,خوشحالی
joy,طرب
joy,شعف
joy,شادی
joy,شادمانی
joy,نشاط
joy,مسرت
joyful,طربناک
joyful,پرنشاط
joyful,مسرت امیز
joyful,طرب انگیز
joyful,فرحناک
joyfulness,ابتهاج
jubilee,سال ویژه
Judaism,یهودیت
judge,قضاوت کردن
judge,دادرس
judge,دیان
judge,دادرسی کردن
judge,حکم کردن
judge,داور
judge,قاضی
judge,داوری کردن
judgement,دادرسی
judgement,فتوا
judgement,داوری
judgement by physiognomy,تفرس
judgement day,محشر
judgement day,روز محشر
judges,قضات
judgment,قضاوت
judgment,داوری
judgment,قضا
judicial,قضایی
judicial,وابسته بدادگاه
judiciary,قوه قضائیه
judiciary,وابسته بدادگاه
judicious,روشن رای
judo,کشتی جودو
judo,جودو
jug,درکوزه ریختن
jug,غلغلک
jug,بستو
juggler,شعبدهباز
juggler,چشمبند
juggler,چشمبند
jugglery,حقهبازی
jugglery,چشمبندی
jugular vein,ودج
jugum,یکزوج برگچه
juice,اب
juice,عصاره
juice,شربت
juice,شیره
juice extractor,عصاره گیر
juicer,عصارهگیر
juicer,اب میوهگیر
juiciness,پر ابی
juicy,ابدار
juicy,پراب
juicy,شهددار
juicy,شاداب
juicy,شیرهدار
juicy,پر اب
juju,نظر قربانی
jujube,عناب
jujube,تبر خون
jujube,شیدانه
jujube,شیلانه
jujube red,عنابی
Julfa,جلفا
Juliet,ژولت
July,ژوئیه
jumble,درهم امیختگی
jump,جست زدن
jump,جهیدن
jump,پریدن
jump,پرش کردن
jump,خیز
jump,برجستن
jump,خیز کردن
jump,پرش
jump,جست وخیز کردن
jump,جهش کردن
jump,جستن
jump,خیز گرفتن
jump,جهش
jump,ور جستن
jump down,پایین پریدن
jump off,شروع بحمله
jump out,بیرون پریدن
jump rope,طناب بازی کردن
jumper,سیم جهشی
jumper,جهنده
jumper,جهنده
jumping,جست و خیز
jumping,پرجهند
jumping off place,نقطه عزیمت
jumping off place,شروع بکاری
junction,محل اتصال
junction,دوراهی
junction,پیوندگاه
junctions,مقاطع
juncture,ملتقا
juncture,درزگاه
June,ژوئن
jungle,جنگل
junior,اصغر
junior high school,اموزشکده
juniper,اردج
juniper-tree,عرعر
junk,بنجل شمردن
junk,بنجل
junk,اسقاط
junk,اشغال
junk,اسقاط کردن
junk,خرده ریز
junk,قراضه
junk,اوراق
junk,جنس بنجل
junkie,بنگی
junkie,تریاکی
Jupiter,برجیس
Jupiter,مشتری
Jupiter,زاووش
Jurassic,ژوراسیک
juratory,فقهی
jurisconsult,فقیه
jurisconsult,مشاور حقوقی
jurisprudence,فقه
jurispruntial,فقهی
jury,داورگان
jury,هیات منصفه
jussive,صیغه امر
jussive,کلمه امری
just,باانصاف
just,باعدالت
just,عدل پرور
just,با مروت
just,برحق
just,باانصاف
just,عدل گستر
just,سزاوار
just,منصف
just,راسته
just,عینا
just,دادگر
just,عادلانه
just,حق بین
just,عادل
just,حق گذار
just,دادار
just,دادور
just,حق
just as,همانطور که
just fair,حق بین
just now,الان
just now,جخت
justice,عدل
justice,انصاف
justice,معدلت
justice,داد
justice,عدل
justice,عدالت
justice of the peace,امین صلح
justiciar,دادرس عالیرتبه
justifiability,جواز شرعی
justifiable,توجیه پذیر
justification,هم ترازی
justification,توجیه
justified,مصلحتامیز
justified,هم تراز
justifier,توجیه کننده
justify,توجیه کردن
justly,انصافاً
justly,الحق
justly,حقا
juvenescent,نو جوان
juxtapose,بهم جفت کردن
Kabila,کابیلا
kabob,کباب
Kabul,کابل
Kabuli,کابلی
Kabuli,کابلی
kail,سوپ کلم
Kaiser,کایزر
kaiserin,زوجه قیصر
kakemono,نقاشی رویابریشم
Kalaberia,کالابریا
Kalaleh,کلاله
Kalantary,کلانتری
kale,سوپ کلم
Kali,کالی
Kali Sanchez,کالی سانچز
Kalti,کالتی
Kamal,کمال
Kamal Kharazi,کمال خرازی
Kamand,کمند
Kambiz,کامبیز
Kampala,کامپالا
Kamran,کامران
Kamshad,کامشاد
Kamyar,کامیار
Kandahar,قندهار
Kandaz,کندز
Kangroo,کانگورو
Kansas,کانزاس
Kansas City,کانزاس سیتی
Kapissa,کاپیسا
kaput,ازکارافتاده
karakul,گوسفند قرهکل
Karam,کرم
Karam Ali,کرمعلی
Karbala,کربلا
Karim,کریم
Karl Sagan,کارل ساگان
Karolin,کارولین
Karoon river,کارون
Karoubi,کروبی
karyokinesis,مرحله تقسیم سلولی
Kashan,کاشان
Kashani,کاشی
Kashani,کاشانی
Kashani,کاشانی
Kashmir,کشمیر
Kasra,کسری
Kasuga,کاسوگا
Katayun,کتایون
Katmandu,کاتماندو
Katrin,کاترین
Katyusha,کاتیوشا
Kaula Lampoor,کوالا لامپور
Kaveh,کاوه
Kavus,کاوس
Kayan,کایان
Kayoomars,کیومرث
Kazakhstan,قزاقستان
Kazem,کاظم
Kazemi,کاظمی
kedge,لنگر سنگین
keek,نگاهدزدانه
keen,تیز
keen sighted,ژرف بین
keenness,تیزی
keep,نگهداری کردن
keep,نگه داشتن
keep,حفظ نمودن
keep,حفظ کردن
keep,نگاهداری
keep aloof,فاصلهگرفتن
keep in containment,محدود نگاهداشتن
keep informed,در جریان گذاشتن
keep secret,پرده پوشی کردن
keep unaware,غافل کردن
keep under watch,تحت نظر داشتن
keep under watch,زیر نظر داشتن
keep waiting,منتظر کردن
keep waiting,علاف کردن
keeper,نگاهدارنده
keeper,نگهدارنده
keeper,نگهدار
keeper,حافظ
keeper,مستحفذ
keeper,حارس
keeper,حافظه
keeping,نگهداری
kegler,کاسه ساز
kegler,قدح ساز
Kemal,کمال
kennel,درلانه زیستن
kennel,درلانه قرارقراردادن
Kentucky,کنتاکی
Kenya,کنیا
kepi,کلاه کپی
keratin,ماده شاخی
kerchief,چار قد
Kerman,کرمان
Kermanshah,کرمانشاه
kernel,مغزدانه
kernel,مغز بستن
kernelled,مغزدار
kerosene,نفت سفید
kerosene,نفت لامپا
kerosene,نفت چراغ
kerosene,نفت چراغ
kerosine,نفت چراغ
kerosine,نفت لامپا
kerosine,نفت سفید
kerseymere,پارچه کشمیری
kerseymere,صوف شلواری
ketchup,چاشنی غذا
kettle,کتری
kettle of fish,مهمانی دانگی
kettledrum,دمامه
kettledrum,عصرانه مفصل
kettledrum,نقاره
kettledrum,دهل
kettledrumer,دهلزن
key,کلیدی
key,مفتاح
key,کلید
Key-Khosrow,کیخسرو
keyboard,سفحه کلید
keyboard,جا انگشتی
keyed,مضراب دار
keyed,کوک شده
Keyghobad,کیقباد
Keyhan,کیهان
keyhole,سوراخ کلید
keynote,نطق اصلی کردن
keynote,مایه نما
keynote,مایه نما
keys,مفاتیح
